-86.81834,33.23805,BurgerKing-Alabaster
-86.20554,34.27663,BurgerKing-Albertville
-85.95798,32.9207,BurgerKing-Alexander City
-86.51839,31.27594,BurgerKing-Andalusia
-85.82692,33.66802,BurgerKing-Anniston
-86.50282,34.32445,BurgerKing-Arab
-86.97167,34.79458,BurgerKing-Athens
-86.93758,34.78223,BurgerKing-Athens
-87.49393,31.0223,BurgerKing-Atmore
-85.50032,32.57037,BurgerKing-Auburn
-85.48007,32.60521,BurgerKing-Auburn
-87.78788,30.88477,BurgerKing-Bay Minette
-87.18878,33.52026,BurgerKing-Bessemer
-86.99893,33.36156,BurgerKing-Bessemer
-86.96976,33.39602,BurgerKing-Bessemer
-86.88593,33.55352,BurgerKing-Birmingham
-86.87775,33.49596,BurgerKing-Birmingham
-86.84934,33.50523,BurgerKing-Birmingham
-86.83048,33.44168,BurgerKing-Birmingham
-86.82191,33.46558,BurgerKing-Birmingham
-86.80727,33.50398,BurgerKing-Birmingham
-86.78941,33.4487,BurgerKing-Birmingham
-86.73055,33.55953,BurgerKing-Birmingham
-86.72444,33.52463,BurgerKing-Birmingham
-86.70906,33.64576,BurgerKing-Birmingham
-86.70779,33.43034,BurgerKing-Birmingham
-86.6951,33.53131,BurgerKing-Birmingham
-86.69449,33.59616,BurgerKing-Birmingham
-86.66269,33.63605,BurgerKing-Birmingham
-86.62264,33.63905,BurgerKing-Birmingham
-86.719665,33.530434,BurgerKing-Birmingham
-86.14672,34.1885,BurgerKing-Boaz
-87.06889,31.13483,BurgerKing-Brewton
-85.70281,34.15796,BurgerKing-Centre
-87.14701,32.94459,BurgerKing-Centreville
-88.08323,30.76646,BurgerKing-Chickasaw
-86.34987,33.26282,BurgerKing-Childersburg
-86.58613,32.80285,BurgerKing-Clanton
-86.843452,34.17437,BurgerKing-Cullman
-86.82636,34.16842,BurgerKing-Cullman
-87.91265,30.65172,BurgerKing-Daphne
-87.852242,30.655989,BurgerKing-Daphne
-87.02059,34.57969,BurgerKing-Decatur
-86.97348,34.56639,BurgerKing-Decatur
-86.93649,34.54787,BurgerKing-Decatur
-86.91389,34.53839,BurgerKing-Decatur
-85.43196,31.22745,BurgerKing-Dothan
-85.42726,31.25187,BurgerKing-Dothan
-85.40258,31.19064,BurgerKing-Dothan
-85.39112,31.25308,BurgerKing-Dothan
-85.36182,31.21251,BurgerKing-Dothan
-85.83179,31.32378,BurgerKing-Enterprise
-85.14577,31.8823,BurgerKing-Eufaula
-86.95353,31.44444,BurgerKing-Evergreen
-86.90825,33.49887,BurgerKing-Fairfield
-87.88629,30.51281,BurgerKing-Fairhope
-87.82796,33.70078,BurgerKing-Fayette
-87.6674,34.84359,BurgerKing-Florence
-87.66281,34.81601,BurgerKing-Florence
-87.68346,30.39647,BurgerKing-Foley
-85.75187,34.43741,BurgerKing-Fort Payne
-85.72856,34.43624,BurgerKing-Fort Payne
-86.80764,33.6091,BurgerKing-Fultondale
-85.98757,34.00958,BurgerKing-Gadsden
-86.81157,33.65743,BurgerKing-Gardendale
-87.77639,31.70306,BurgerKing-Grove Hill
-87.68845,30.26839,BurgerKing-Gulf Shores
-86.31121,34.33921,BurgerKing-Guntersville
-87.59765,34.23894,BurgerKing-Haleyville
-87.98981,34.12112,BurgerKing-Hamilton
-86.94449,34.44731,BurgerKing-Hartselle
-86.80621,33.40591,BurgerKing-Hoover
-86.35629,32.26921,BurgerKing-Hope Hull
-86.69099,34.70124,BurgerKing-Huntsville
-86.68388,34.74569,BurgerKing-Huntsville
-86.63766,34.75348,BurgerKing-Huntsville
-86.62737,34.72442,BurgerKing-Huntsville
-86.60017,34.74115,BurgerKing-Huntsville
-86.58585,34.7718,BurgerKing-Huntsville
-86.58335,34.72924,BurgerKing-Huntsville
-86.57849,34.71834,BurgerKing-Huntsville
-86.56698,34.64409,BurgerKing-Huntsville
-86.56668,34.61259,BurgerKing-Huntsville
-86.53718,34.79777,BurgerKing-Huntsville
-85.76141,33.81755,BurgerKing-Jacksonville
-87.26764,33.84834,BurgerKing-Jasper
-86.55838,33.55558,BurgerKing-Leeds
-86.52195,33.56283,BurgerKing-Leeds
-88.18896,32.61614,BurgerKing-Livingston
-86.75093,34.67674,BurgerKing-Madison
-86.7421,34.70969,BurgerKing-Madison
-86.3524,32.3819,BurgerKing-Maxwell Afb
-86.9218,33.4563,BurgerKing-Midfield
-88.22294,30.75984,BurgerKing-Mobile
-88.22256,30.68404,BurgerKing-Mobile
-88.19118,30.64003,BurgerKing-Mobile
-88.16918,30.59147,BurgerKing-Mobile
-88.1497,30.72005,BurgerKing-Mobile
-88.1459,30.63254,BurgerKing-Mobile
-88.053238,30.68639,BurgerKing-Mobile
-88.14323,30.67569,BurgerKing-Mobile
-88.12874,30.71142,BurgerKing-Mobile
-88.11569,30.70148,BurgerKing-Mobile
-88.11462,30.67638,BurgerKing-Mobile
-88.11081,30.74451,BurgerKing-Mobile
-88.08303,30.67735,BurgerKing-Mobile
-88.075,30.75815,BurgerKing-Mobile
-88.0482,30.68779,BurgerKing-Mobile
-87.32062,31.51208,BurgerKing-Monroeville
-86.30125,32.3802,BurgerKing-Montgomery
-86.28654,32.35947,BurgerKing-Montgomery
-86.21386,32.36,BurgerKing-Montgomery
-86.18229,32.38267,BurgerKing-Montgomery
-86.52044,33.56982,BurgerKing-Moody
-87.27092,34.47781,BurgerKing-Moulton
-87.66748,34.70805,BurgerKing-Muscle Shoals
-87.59449,33.23971,BurgerKing-Northport
-86.46705,33.95388,BurgerKing-Oneonta
-85.37694,32.6532,BurgerKing-Opelika
-85.34682,32.64344,BurgerKing-Opelika
-86.24901,31.27686,BurgerKing-Opp
-87.59177,30.26851,BurgerKing-Orange Beach
-85.82795,33.60863,BurgerKing-Oxford
-86.81174,33.29458,BurgerKing-Pelham
-86.810204,33.284679,BurgerKing-Pelham
-86.28871,33.6114,BurgerKing-Pell City
-85.02867,32.46836,BurgerKing-Phenix City
-85.02415,32.48549,BurgerKing-Phenix City
-86.42262,32.46037,BurgerKing-Prattville
-88.1106775,30.7445749,BurgerKing-Prichard
-86.03579,33.95938,BurgerKing-Rainbow City
-85.85173,34.49679,BurgerKing-Rainsville
-86.647774,34.68404,BurgerKing-Redstone Arsenal
-85.35866,33.15033,BurgerKing-Roanoke
-87.70819,30.544,BurgerKing-Robertsdale
-87.71751,34.51435,BurgerKing-Russellville
-88.06875,30.82911,BurgerKing-Saraland
-86.0481,34.63089,BurgerKing-Scottsboro
-87.03517,32.43111,BurgerKing-Selma
-88.23269,30.76756,BurgerKing-Semmes
-86.25417,33.16746,BurgerKing-Sylacauga
-86.09781,33.43544,BurgerKing-Talladega
-86.77411,33.5835,BurgerKing-Tarrant City
-87.737092,31.940595,BurgerKing-Thomasville
-85.95895,31.78403,BurgerKing-Troy
-87.56841,33.20541,BurgerKing-Tuscaloosa
-87.55079,33.19908,BurgerKing-Tuscaloosa
-87.54058,33.23379,BurgerKing-Tuscaloosa
-87.52487,33.17434,BurgerKing-Tuscaloosa
-87.47108,33.17632,BurgerKing-Tuscaloosa
-87.70387,34.71446,BurgerKing-Tuscumbia
-85.69321,32.4271,BurgerKing-Tuskegee
-85.18295,32.84592,BurgerKing-Valley
-86.21075,32.52403,BurgerKing-Wetumpka